Prompt,Field,Type,Constraint
43668,salesorderid,integer,PRIMARY KEY
93,salesorderdetailid,integer,PRIMARY KEY
365D-4C9A-BE,carriertrackingnumber,character varying,None
3,orderqty,smallint,CHECK
761,productid,integer,None
1,specialofferid,integer,None
419.4589,unitprice,numeric,CHECK
0,unitpricediscount,numeric,CHECK
ba19a0fb-b083-4e8f-81b7-2659ae3d78c3,rowguid,uuid,None
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
TWD,currencycode,character,PRIMARY KEY
New Taiwan Dollar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
43713,salesorderid,integer,PRIMARY KEY
9,salesreasonid,integer,PRIMARY KEY
2011-06-04 00:00:00,modifieddate,timestamp without time zone,None
144,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2009-01-17,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-01-16 00:00:00,modifieddate,timestamp without time zone,None
343,productid,integer,PRIMARY KEY
50,locationid,smallint,PRIMARY KEY
S,shelf,character varying,None
3,bin,smallint,CHECK
606,quantity,smallint,None
656a9a1f-6f1e-4d75-9ca5-fcd0fe3cc27b,rowguid,uuid,None
2014-08-10 00:00:00,modifieddate,timestamp without time zone,None
80,businessentityid,integer,PRIMARY KEY
80,emailaddressid,integer,PRIMARY KEY
sandeep0@adventure-works.com,emailaddress,character varying,None
c7adb778-4a93-493d-adad-faaf3967a5ba,rowguid,uuid,None
2010-01-10 00:00:00,modifieddate,timestamp without time zone,None
370,productid,integer,PRIMARY KEY
1,locationid,smallint,PRIMARY KEY
C,shelf,character varying,None
19,bin,smallint,CHECK
252,quantity,smallint,None
6a2188af-2b6f-4d9b-917e-86c78968a293,rowguid,uuid,None
2014-08-03 00:00:00,modifieddate,timestamp without time zone,None
483,businessentityid,integer,PRIMARY KEY
4322,creditcardid,integer,PRIMARY KEY
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
319,productid,integer,PRIMARY KEY
2013-12-29 13:51:58.103000,modifieddate,timestamp without time zone,None
/2/1/,documentnode,character varying,PRIMARY KEY
FJ,countryregioncode,character varying,PRIMARY KEY
FJD,currencycode,character,PRIMARY KEY
2014-02-08 10:17:21.510000,modifieddate,timestamp without time zone,None
57,businessentityid,integer,PRIMARY KEY
57,emailaddressid,integer,PRIMARY KEY
frank1@adventure-works.com,emailaddress,character varying,None
4fef2a65-2dd3-4107-9785-870de1727ebc,rowguid,uuid,None
2009-02-16 00:00:00,modifieddate,timestamp without time zone,None
3,locationid,integer,PRIMARY KEY
Paint Shop,name,character varying,None
0,costrate,numeric,CHECK
0.00,availability,numeric,CHECK
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
112,workorderid,integer,PRIMARY KEY
516,productid,integer,PRIMARY KEY
6,operationsequence,smallint,PRIMARY KEY
50,locationid,smallint,None
2011-06-04 00:00:00,scheduledstartdate,timestamp without time zone,CHECK
2011-06-15 00:00:00,scheduledenddate,timestamp without time zone,CHECK
2011-06-09 00:00:00,actualstartdate,timestamp without time zone,CHECK
2011-06-15 00:00:00,actualenddate,timestamp without time zone,CHECK
3.0000,actualresourcehrs,numeric,CHECK
36.75,plannedcost,numeric,CHECK
36.75,actualcost,numeric,CHECK
2011-06-15 00:00:00,modifieddate,timestamp without time zone,None
3,customerid,integer,PRIMARY KEY
,personid,integer,None
642,storeid,integer,None
4,territoryid,integer,None
130774b1-db21-4ef3-98c8-c104bcd6ed6d,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
1598,businessentityid,integer,PRIMARY KEY
CONTINEN0001,accountnumber,character varying,None
Continental Pro Cycles,name,character varying,None
3,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2011-12-24 00:00:00,modifieddate,timestamp without time zone,None
739,productid,integer,PRIMARY KEY
2012-05-30 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
2013-05-29 00:00:00,enddate,timestamp without time zone,CHECK
660.9142,standardcost,numeric,CHECK
2013-05-29 00:00:00,modifieddate,timestamp without time zone,None
3246,billofmaterialsid,integer,PRIMARY KEY
,productassemblyid,integer,CHECK
756,componentid,integer,CHECK
2010-12-23 00:00:00,startdate,timestamp without time zone,CHECK
,enddate,timestamp without time zone,CHECK
EA ,unitmeasurecode,character,None
0,bomlevel,smallint,CHECK
1.00,perassemblyqty,numeric,CHECK
2010-12-09 00:00:00,modifieddate,timestamp without time zone,None
472,businessentityid,integer,PRIMARY KEY
471,personid,integer,PRIMARY KEY
14,contacttypeid,integer,PRIMARY KEY
59efc73a-6863-4635-b27f-2470116442bb,rowguid,uuid,None
2017-12-13 13:21:07.943000,modifieddate,timestamp without time zone,None
124,customerid,integer,PRIMARY KEY
,personid,integer,None
1326,storeid,integer,None
10,territoryid,integer,None
2f614c31-abae-42d0-820b-193f0ddc811e,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
325,productid,integer,PRIMARY KEY
60,locationid,smallint,PRIMARY KEY
A,shelf,character varying,None
1,bin,smallint,CHECK
641,quantity,smallint,None
d42750b2-2c8a-4457-9dda-4b43cbdc4594,rowguid,uuid,None
2014-08-12 00:00:00,modifieddate,timestamp without time zone,None
402,businessentityid,integer,PRIMARY KEY
Impromptu Trips,name,character varying,None
283,salespersonid,integer,None
'<StoreSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey''><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1978</YearOpened><Specialty>Mountain</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>ISDN</Internet><NumberEmployees>33</NumberEmployees></StoreSurvey>',demographics,xml,None
16255726-8647-401a-9de9-ab524a839804,rowguid,uuid,None
2014-09-12 11:15:07.497000,modifieddate,timestamp without time zone,None
GI,countryregioncode,character varying,PRIMARY KEY
Gibraltar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
89,businessentityid,integer,PRIMARY KEY
cbbe652c-5a29-4e36-9ddf-ff0859036c61,rowguid,uuid,None
2017-12-13 13:20:28.727000,modifieddate,timestamp without time zone,None
59,businessentityid,integer,PRIMARY KEY
EM,persontype,character,CHECK
False,namestyle,boolean,None
,title,character varying,None
Bob,firstname,character varying,None
N,middlename,character varying,None
Hohman,lastname,character varying,None
,suffix,character varying,None
0,emailpromotion,integer,CHECK
,additionalcontactinfo,xml,None
'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',demographics,xml,None
6384295c-c932-47c0-8e97-71d94f83cd31,rowguid,uuid,None
2008-12-17 00:00:00,modifieddate,timestamp without time zone,None
27,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2008-02-27,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2008-02-26 00:00:00,modifieddate,timestamp without time zone,None
278,businessentityid,integer,PRIMARY KEY
6,territoryid,integer,PRIMARY KEY
2011-05-31 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
,enddate,timestamp without time zone,CHECK
b7c8f9f5-5fb8-47b3-be73-1b9a14bdf8b9,rowguid,uuid,None
2011-05-24 00:00:00,modifieddate,timestamp without time zone,None
153,businessentityid,integer,PRIMARY KEY
EM,persontype,character,CHECK
False,namestyle,boolean,None
,title,character varying,None
Hanying,firstname,character varying,None
P,middlename,character varying,None
Feng,lastname,character varying,None
,suffix,character varying,None
0,emailpromotion,integer,CHECK
,additionalcontactinfo,xml,None
'<IndividualSurvey xmlns=''http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey''><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>',demographics,xml,None
ddaae515-0a69-4750-b6ee-7ac6629f55b8,rowguid,uuid,None
2008-12-09 00:00:00,modifieddate,timestamp without time zone,None
135,businessentityid,integer,PRIMARY KEY
62,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
0ef4c6e1-8aac-4a88-af2f-0701014d3941,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
3,contacttypeid,integer,PRIMARY KEY
Assistant Sales Representative,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
285,businessentityid,integer,PRIMARY KEY
2014-03-01 00:00:00,quotadate,timestamp without time zone,PRIMARY KEY
26000,salesquota,numeric,CHECK
2c00a4fc-8f81-4b01-8e12-5171e008803b,rowguid,uuid,None
2014-01-15 00:00:00,modifieddate,timestamp without time zone,None
80,productmodelid,integer,PRIMARY KEY
ML Mountain Seat/Saddle 2,name,character varying,None
,catalogdescription,xml,None
,instructions,xml,None
5cefbb6e-3b7e-414f-ac1b-8f6df741fb21,rowguid,uuid,None
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
105,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
2,shiftid,smallint,PRIMARY KEY
2009-12-25,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-12-24 00:00:00,modifieddate,timestamp without time zone,None
KE,countryregioncode,character varying,PRIMARY KEY
Kenya,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
46,purchaseorderid,integer,PRIMARY KEY
4,revisionnumber,smallint,None
4,status,smallint,CHECK
253,employeeid,integer,None
1644,vendorid,integer,None
1,shipmethodid,integer,None
2012-01-16 00:00:00,orderdate,timestamp without time zone,CHECK
2012-01-25 00:00:00,shipdate,timestamp without time zone,CHECK
3713.325,subtotal,numeric,CHECK
297.066,taxamt,numeric,CHECK
92.8331,freight,numeric,CHECK
2012-01-25 00:00:00,modifieddate,timestamp without time zone,None
29,businessentityid,integer,PRIMARY KEY
417-555-0154,phonenumber,character varying,PRIMARY KEY
3,phonenumbertypeid,integer,PRIMARY KEY
2009-01-16 00:00:00,modifieddate,timestamp without time zone,None
119,businessentityid,integer,PRIMARY KEY
334834274,nationalidnumber,character varying,None
adventure-works\michael4,loginid,character varying,None
Production Technician - WC50,jobtitle,character varying,None
1989-06-15,birthdate,date,CHECK
S,maritalstatus,character,CHECK
M,gender,character,CHECK
2009-02-25,hiredate,date,CHECK
False,salariedflag,boolean,None
94,vacationhours,smallint,CHECK
67,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
eb27c026-9470-4450-8d5e-1f38a41793b5,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/11/11/,organizationnode,character varying,None
1,specialofferid,integer,PRIMARY KEY
776,productid,integer,PRIMARY KEY
d70cf5a5-07f0-4d60-b292-5e07f5ec614d,rowguid,uuid,None
2011-04-01 00:00:00,modifieddate,timestamp without time zone,None
43762,salesorderid,integer,PRIMARY KEY
8,revisionnumber,smallint,None
2011-06-16 00:00:00,orderdate,timestamp without time zone,CHECK
2011-06-28 00:00:00,duedate,timestamp without time zone,CHECK
2011-06-23 00:00:00,shipdate,timestamp without time zone,CHECK
5,status,smallint,CHECK
True,onlineorderflag,boolean,None
,purchaseordernumber,character varying,None
10-4030-027578,accountnumber,character varying,None
27578,customerid,integer,None
,salespersonid,integer,None
4,territoryid,integer,None
19011,billtoaddressid,integer,None
19011,shiptoaddressid,integer,None
1,shipmethodid,integer,None
4503,creditcardid,integer,None
930287Vi23588,creditcardapprovalcode,character varying,None
,currencyrateid,integer,None
3578.27,subtotal,numeric,CHECK
286.2616,taxamt,numeric,CHECK
89.4568,freight,numeric,CHECK
3953.9884,totaldue,numeric,None
,comment,character varying,None
587a050c-626f-4d69-a5ac-5e4cf662a13b,rowguid,uuid,None
2011-06-23 00:00:00,modifieddate,timestamp without time zone,None
125,businessentityid,integer,PRIMARY KEY
299,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
bb558e90-6397-4737-86d6-6a851de47bad,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
89,productmodelid,integer,PRIMARY KEY
ML Road Tire,name,character varying,None
,catalogdescription,xml,None
,instructions,xml,None
d566eb0f-6945-43d8-bc40-bb3d2f4ef7ed,rowguid,uuid,None
2013-04-30 00:00:00,modifieddate,timestamp without time zone,None
CM,countryregioncode,character varying,PRIMARY KEY
Cameroon,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
43673,salesorderid,integer,PRIMARY KEY
135,salesorderdetailid,integer,PRIMARY KEY
260F-4DCF-A1,carriertrackingnumber,character varying,None
2,orderqty,smallint,CHECK
770,productid,integer,None
1,specialofferid,integer,None
419.4589,unitprice,numeric,CHECK
0,unitpricediscount,numeric,CHECK
a0c653cd-2225-48f7-b816-bfaf7e324754,rowguid,uuid,None
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
113,businessentityid,integer,PRIMARY KEY
8ea1db76-b282-4e2c-ae69-241f9d0294c4,rowguid,uuid,None
2017-12-13 13:20:29.803000,modifieddate,timestamp without time zone,None
2333,billofmaterialsid,integer,PRIMARY KEY
,productassemblyid,integer,CHECK
798,componentid,integer,CHECK
2010-08-05 00:00:00,startdate,timestamp without time zone,CHECK
,enddate,timestamp without time zone,CHECK
EA ,unitmeasurecode,character,None
0,bomlevel,smallint,CHECK
1.00,perassemblyqty,numeric,CHECK
2010-07-22 00:00:00,modifieddate,timestamp without time zone,None
462,productid,integer,PRIMARY KEY
Lower Head Race,name,character varying,None
LR-8520,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
,color,character varying,None
1000,safetystocklevel,smallint,CHECK
750,reorderpoint,smallint,CHECK
0,standardcost,numeric,CHECK
0,listprice,numeric,CHECK
,size,character varying,None
,sizeunitmeasurecode,character,None
,weightunitmeasurecode,character,None
,weight,numeric,CHECK
0,daystomanufacture,integer,CHECK
,productline,character,CHECK
,class,character,CHECK
,style,character,CHECK
,productsubcategoryid,integer,None
,productmodelid,integer,None
2008-04-30 00:00:00,sellstartdate,timestamp without time zone,CHECK
,sellenddate,timestamp without time zone,CHECK
,discontinueddate,timestamp without time zone,None
dbb962bf-0603-4095-959b-5ba9c74fbd32,rowguid,uuid,None
2014-02-08 10:01:36.827000,modifieddate,timestamp without time zone,None
88,businessentityid,integer,PRIMARY KEY
7,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
77359fff-8594-45d1-a28d-fc6e1cd65028,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
110,customerid,integer,PRIMARY KEY
,personid,integer,None
1888,storeid,integer,None
1,territoryid,integer,None
82c2f3f0-63b8-46cc-aedc-3a856956ef04,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
401,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
473,productid,integer,PRIMARY KEY
Lock Washer 9,name,character varying,None
LW-7160,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
,color,character varying,None
1000,safetystocklevel,smallint,CHECK
750,reorderpoint,smallint,CHECK
0,standardcost,numeric,CHECK
0,listprice,numeric,CHECK
,size,character varying,None
,sizeunitmeasurecode,character,None
,weightunitmeasurecode,character,None
,weight,numeric,CHECK
0,daystomanufacture,integer,CHECK
,productline,character,CHECK
,class,character,CHECK
,style,character,CHECK
,productsubcategoryid,integer,None
,productmodelid,integer,None
2008-04-30 00:00:00,sellstartdate,timestamp without time zone,CHECK
,sellenddate,timestamp without time zone,CHECK
,discontinueddate,timestamp without time zone,None
f9426fb2-1e68-464e-bf32-615026e0249e,rowguid,uuid,None
2014-02-08 10:01:36.827000,modifieddate,timestamp without time zone,None
103,businessentityid,integer,PRIMARY KEY
455563743,nationalidnumber,character varying,None
adventure-works\ebru0,loginid,character varying,None
Production Technician - WC10,jobtitle,character varying,None
1986-09-22,birthdate,date,CHECK
S,maritalstatus,character,CHECK
M,gender,character,CHECK
2009-12-06,hiredate,date,CHECK
False,salariedflag,boolean,None
93,vacationhours,smallint,CHECK
66,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
6c25a32b-88b5-4f84-a129-f7f688dfa588,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/10/1/,organizationnode,character varying,None
118,currencyrateid,integer,PRIMARY KEY
2011-06-09 00:00:00,currencyratedate,timestamp without time zone,None
USD,fromcurrencycode,character,None
ARS,tocurrencycode,character,None
1,averagerate,numeric,None
